speech_id,keybert_keywords
CREC-2023-03-28-pt1-PgH1497-2-92,"['401 clean water', 'country clean water', 'water act allows', 'protect water resources', 'water congress passed']"
CREC-2023-03-28-pt1-PgH1497-2-93,"['member transportation infrastructure', 'yield minutes', 'north carolina', 'edwards member', 'minutes gentleman']"
CREC-2023-03-28-pt1-PgH1497-2-94,"['domestic demand', 'increases inflation biden', 'natural gas prices', 'energy costs act', 'energy policy strategy']"
CREC-2023-03-28-pt1-PgH1497-2-95,"['yield', 'california', 'minutes', 'gentlewoman', 'mrs napolitano']"
CREC-2023-03-28-pt1-PgH1497-2-96,"['act cooperative federalism', 'pollution section 401', 'provisions polluters people', 'impacts state water', 'water division attack']"
CREC-2023-03-28-pt1-PgH1497-2-97,"['polluters people act', 'letter states', 'highlight legislation undermine', 'cooperative federalism mr', 'protect water quality']"
CREC-2023-03-28-pt1-PgH1497-2-98,"['committee', 'member transportation infrastructure', 'yield minutes', 'burchett', 'gentleman tennessee mr']"
CREC-2023-03-28-pt1-PgH1497-2-99,"['energy don', 'costing americans way', 'energy costs sight', 'congress pushing green', 'energy innovation home']"
CREC-2023-03-28-pt1-PgH1497-2-100,"['person appreciates important', 'columbia ms norton', 'yield minutes gentlewoman', 'natural resource', 'clean water']"
CREC-2023-03-28-pt1-PgH1497-2-101,"['virginia jeopardizing water', 'water act protect', 'potomac river rife', 'pollution clean water', 'headwaters potomac']"
CREC-2023-03-28-pt1-PgH1497-2-103,"['yield additional', 'district', 'columbia', '30 seconds', 'gentlewoman']"
CREC-2023-03-28-pt1-PgH1497-2-104,"['neighbors downstream affecting', 'project threaten', 'jurisdictions say preventing', 'water quality water', 'polluters act freely']"
CREC-2023-03-28-pt1-PgH1497-2-105,"['yield minutes', 'transportation infrastructure committee', 'oregon', 'gentlewoman', 'chavez deremer member']"
CREC-2023-03-28-pt1-PgH1497-2-106,"['oregon work carbon', 'making efficient oregon', 'american energy lower', 'partnerships energy construction', 'renewable energy unacceptable']"
CREC-2023-03-28-pt1-PgH1497-2-107,"['mr', 'yield', 'california', 'minutes', 'desaulnier']"
CREC-2023-03-28-pt1-PgH1497-2-108,"['limit california', 'water act vital', 'maintain water quality', '401 clean water', 'limit california efforts']"
CREC-2023-03-28-pt1-PgH1497-2-109,"['subcommittee', 'yield minutes', 'aviation', 'gentleman louisiana', 'mr graves chairman']"
CREC-2023-03-28-pt1-PgH1497-2-110,"['chairman water resources', 'clean water weaponization', 'water act consistent', '401 water certification', 'states objected pipelines']"
CREC-2023-03-28-pt1-PgH1497-2-112,"['mr', 'yield additional', 'louisiana', 'minutes', 'graves']"
CREC-2023-03-28-pt1-PgH1497-2-113,"['shut domestic energy', 'advocate energy', 'house watched emissions', 'facts figures emissions', 'describing energy policies']"
CREC-2023-03-28-pt1-PgH1497-2-114,"['trying shut domestic', 'energy production reason', 'use renewable energies', 'fact inflation reduction', 'inflation reduction act']"
CREC-2023-03-28-pt1-PgH1497-2-115,"['getting permits approved', 'sacrificing safety republican', 'gouging republicans plan', 'energy costs increase', 'mining waste considered']"
CREC-2023-03-28-pt1-PgH1497-2-117,"['additional', 'yield', 'washington', 'minute', 'gentlewoman']"
CREC-2023-03-28-pt1-PgH1497-2-118,"['american energy', 'radioactive water spills', 'colleagues protections meant', 'prevent environmental', 'bipartisan strides protect']"
CREC-2023-03-28-pt1-PgH1497-2-120,"['daniel webster served', 'mr speaker things', 'capitol learn individuals', 'considered great orators', 'representatives 1823 1827']"
CREC-2023-03-28-pt1-PgH1497-2-121,"['time', 'reserve', 'balance', 'reserve balance', 'balance time']"
CREC-2023-03-28-pt1-PgH1497-2-122,"['yield', 'york', 'minutes gentleman', 'mr ryan']"
CREC-2023-03-28-pt1-PgH1497-2-123,"['national environmental policy', 'access clean water', 'pollutants hudson', 'pumped toxic chemicals', 'water consideration safety']"
CREC-2023-03-28-pt1-PgH1497-2-124,"['energy costs act', '401 applies water', 'water quality examples', 'water quality deciding', 'permit dirty water']"
CREC-2023-03-28-pt1-PgH1497-2-125,"['yield', 'ohio', 'minutes', 'gentlewoman', 'mrs sykes']"
CREC-2023-03-28-pt1-PgH1497-2-126,"['bipartisan solutions pollute', 'protecting polluters expense', 'clean drinking water', 'approving domestic energy', 'water act']"
CREC-2023-03-28-pt1-PgH1497-2-127,"['time', 'reserve', 'balance', 'reserve balance', 'balance time']"
CREC-2023-03-28-pt1-PgH1497-2-128,"['ms', 'yield minutes', 'hawaii', 'gentlewoman', 'tokuda']"
CREC-2023-03-28-pt1-PgH1497-2-129,"['hawaii view', 'polluters loopholes industry', 'resource sacred responsibility', 'projects pollute water', 'native hawaiians sought']"
CREC-2023-03-28-pt1-PgH1497-2-130,"['inquire', 'time', 'inquire time', 'remaining', 'time remaining']"
CREC-2023-03-28-pt1-PgH1497-2-132,"['denied certification based', 'york denied project', 'minimization satisfactory oregon', 'water act weaponized', '401 clean water']"
CREC-2023-03-28-pt1-PgH1497-2-133,"['congress agree', 'called working bipartisan', 'infrastructure yes vote', 'permitting reform look', 'costs working bipartisan']"
CREC-2023-03-28-pt1-PgH1497-2-134,"['scalise leadership chairman', 'water act', 'boosting domestic energy', 'energy costs americans', '401 clean water']"
CREC-2023-03-28-pt1-PgH1497-2-135,"['committee rise', 'committee', 'rise']"
CREC-2023-03-29-pt1-PgE275-3-2,"['reliant foreign vessels', 'sea global supply', 'united states flag', 'fleet ocean going', 'flagged vessels declined']"
CREC-2023-03-29-pt1-PgH1542-3,"['affordable reliable energy', 'american energy dominance', 'energy lower costs', 'energy resources unleashed', 'energy poverty half']"
CREC-2023-03-29-pt1-PgH1542-4,"['lower energy costs', 'oil gas encouraging', 'does gop really', 'believe big oil', 'energy costs american']"
CREC-2023-03-29-pt1-PgH1542-5,"['yield', 'minutes', 'pfluger leader', 'gentleman texas', 'energy commerce committee']"
CREC-2023-03-29-pt1-PgH1542-6,"['gasoline president took', 'biden administration anti', 'inflation energy policies', 'oil rhetoric literally', 'biden demonized people']"
CREC-2023-03-29-pt1-PgH1542-8,"['additional 30', 'yield additional', 'gentleman', 'texas', 'seconds']"
CREC-2023-03-29-pt1-PgH1542-9,"['rodgers lower costs', 'boosting american production', 'speaker mccarthy chair', 'stand america pass', 'trust republicans']"
CREC-2023-03-29-pt1-PgH1542-10,"['tonko ranking', 'gentleman new', 'yield minutes', 'new york mr', 'member environment subcommittee']"
CREC-2023-03-29-pt1-PgH1542-11,"['polluters people act', 'emissions reduction program', 'energy investments', 'opposition heard polluters', 'inflation reduction']"
CREC-2023-03-29-pt1-PgH1542-12,"['commerce committee', 'palmer', 'gentleman alabama', 'leader energy', 'yield minutes']"
CREC-2023-03-29-pt1-PgH1542-13,"['percent gas stoves', 'choose appliances federal', 'attack natural gas', 'natural gas consumption', 'americans access cooking']"
CREC-2023-03-29-pt1-PgH1542-15,"['additional 15', 'yield additional', 'gentleman', 'alabama', 'seconds']"
CREC-2023-03-29-pt1-PgH1542-16,"['amendment shows clear', 'republicans biden administration', 'prefer kitchens', 'bureaucrats ability implement', 'consumers freedom choose']"
CREC-2023-03-29-pt1-PgH1542-17,"['climate grid security', 'colorado', 'ranking member energy', 'ms degette', 'yield minutes gentlewoman']"
CREC-2023-03-29-pt1-PgH1542-18,"['important environmental laws', 'reduce emissions instead', 'energy security', 'americans energy costs', 'fuels legislation increase']"
CREC-2023-03-29-pt1-PgH1542-19,"['energy commerce', 'lesko leader', 'commerce committee', 'yield minutes', 'gentlewoman arizona mrs']"
CREC-2023-03-29-pt1-PgH1542-20,"['reduce gasoline', 'cost gasoline utility', 'gas prices gone', 'american energy', 'unleash american energy']"
CREC-2023-03-29-pt1-PgH1542-21,"['fletcher member', 'gentlewoman', 'energy commerce', 'texas mrs', 'yield minutes']"
CREC-2023-03-29-pt1-PgH1542-22,"['debates energy', 'energy security ensuring', 'domestic energy', 'lowering energy costs', 'warn politicization energy']"
CREC-2023-03-29-pt1-PgH1542-24,"['yield', 'texas', '30 seconds', 'gentlewoman']"
CREC-2023-03-29-pt1-PgH1542-25,"['energy investment protect', 'communities repeals important', 'reduce methane', 'senate vote message', 'work did inflation']"
CREC-2023-03-29-pt1-PgH1542-26,"['commerce committee', 'leader energy', 'gentleman texas', 'crenshaw', 'yield minutes']"
CREC-2023-03-29-pt1-PgH1542-27,"['connected price energy', 'energy crisis causing', 'energy security don', 'reliable affordable energy', 'republicans think energy']"
CREC-2023-03-29-pt1-PgH1542-28,"['yield', 'pennsylvania', 'minutes', 'ms scanlon', 'gentlewoman']"
CREC-2023-03-29-pt1-PgH1542-29,"['study alternatives hf', 'empowering fossil fuel', 'amendment require refineries', 'hf republican colleagues', 'district block epa']"
CREC-2023-03-29-pt1-PgH1542-30,"['energy', 'gentleman south carolina', 'yield minutes', 'climate grid security', 'duncan chairman subcommittee']"
CREC-2023-03-29-pt1-PgH1542-31,"['american energy securing', 'american energy starting', 'energy costs act', 'increased costs energy', 'american energy leadership']"
CREC-2023-03-29-pt1-PgH1542-32,"['yield minutes', 'florida ms', 'castor ranking member', 'oversight investigations subcommittee', 'gentlewoman']"
CREC-2023-03-29-pt1-PgH1542-33,"['2022 renewable energy', 'energy rebates', 'lowering clean energy', 'additional polluting energy', 'protecting american consumers']"
CREC-2023-03-29-pt1-PgH1542-35,"['additional', 'yield', 'yield additional', 'minute', 'gentlewoman']"
CREC-2023-03-29-pt1-PgH1542-36,"['producing renewable', 'energy costs families', 'lower energy bills', 'oklahoma happening renewable', 'america clean energy']"
CREC-2023-03-29-pt1-PgH1542-37,"['yield', 'miller', 'meeks', 'minutes', 'gentlewoman iowa mrs']"
CREC-2023-03-29-pt1-PgH1542-38,"['president constrained supply', 'oil strategic', 'citizens responsible energy', 'global commodity prices', 'critical minerals federal']"
CREC-2023-03-29-pt1-PgH1542-39,"['mr', 'yield', 'california', 'minutes', 'carbajal']"
CREC-2023-03-29-pt1-PgH1542-40,"['heating bills deliver', 'promote clean energy', 'bills actually repeals', 'pollution higher costs', 'oppose representative california']"
CREC-2023-03-29-pt1-PgH1542-41,"['mr', 'yield', 'ohio', 'minutes', 'latta']"
CREC-2023-03-29-pt1-PgH1542-42,"['reliable affordable energy', 'energy asked stakeholders', 'soaring cost energy', 'domestic energy production', 'energy production president']"
CREC-2023-03-29-pt1-PgH1542-43,"['minnesota ms', 'gentlewoman', 'energy commerce', 'craig member', 'yield minutes']"
CREC-2023-03-29-pt1-PgH1542-44,"['strong support biofuels', 'biofuels prices gas', 'biofuels amendments offered', 'iowa include biofuels', 'investments e15 biofuels']"
CREC-2023-03-29-pt1-PgH1542-46,"['yield', 'additional 30', 'minnesota', 'seconds', 'gentlewoman']"
CREC-2023-03-29-pt1-PgH1542-47,"['work lower costs', 'big oil', 'energy approach', 'constituents support', 'minnesota farmers handout']"
CREC-2023-03-29-pt1-PgH1542-48,"['american people', 'minutes gentleman idaho', 'say great american', 'gallery listening debate', 'energy important']"
CREC-2023-03-29-pt1-PgH1542-50,"['certain critical minerals', 'offer americans energy', 'supply instead idaho', 'critical minerals', 'idaho america producing']"
CREC-2023-03-29-pt1-PgH1542-51,"['mr', 'california', 'yield minutes', 'member committee', 'cardenas']"
CREC-2023-03-29-pt1-PgH1542-52,"['winter storms flooding', 'oil profits congress', 'reduction act republican', 'severe storms tornadoes', 'worsen climate crisis']"
CREC-2023-03-29-pt1-PgH1542-53,"['mr weber valuable', 'texas mr weber', 'going lower energy', 'energy producer nation', 'member energy commerce']"
CREC-2023-03-29-pt1-PgH1542-54,"['nation refineries continue', 'lower energy costs', 'american energy home', 'biden energy', 'america refineries act']"
CREC-2023-03-29-pt1-PgH1542-55,"['california', 'communications technology subcommittee', 'yield minutes', 'matsui ranking member', 'gentlewoman']"
CREC-2023-03-29-pt1-PgH1542-56,"['energy costs american', 'inflation reduction', 'improve energy efficiency', 'repeal program save', 'electric home rebate']"
CREC-2023-03-29-pt1-PgH1542-57,"['committee', 'dunn new', 'energy commerce', 'gentleman florida mr', 'yield minutes']"
CREC-2023-03-29-pt1-PgH1542-58,"['america eliminating', 'policies destroyed american', 'energy permitting', 'president biden gas', 'investors streamline energy']"
CREC-2023-03-29-pt1-PgH1542-59,"['yield', 'new york', 'higgins', 'minutes gentleman']"
CREC-2023-03-29-pt1-PgH1542-60,"['lakes restoration initiative', 'coke let polluting', 'historically unchecked pollution', 'superfund act', 'contaminated love canal']"
CREC-2023-03-29-pt1-PgH1542-61,"['walberg real leader', 'american people going', 'going lower energy', 'energy costs yield', 'commerce committee']"
CREC-2023-03-29-pt1-PgH1542-62,"['green new deal', 'costs energy cost', 'energy sector michigan', 'told energy bills', 'american energy dominance']"
CREC-2023-03-29-pt1-PgH1542-63,"['yield', 'minutes', 'oregon', 'ms salinas', 'gentlewoman']"
CREC-2023-03-29-pt1-PgH1542-64,"['crisis threaten oregon', 'produce clean energy', 'oregon future repeal', 'homes energy', 'fuels clean american']"
CREC-2023-03-29-pt1-PgH1542-65,"['rush green', 'natural gas delivered', 'disaster', 'america yield minute', 'energy policies thinking']"
CREC-2023-03-29-pt1-PgH1542-66,"['biden administration republicans', 'republicans priorities congress', 'lowering energy', 'office energy costs', 'cleanest affordable energy']"
CREC-2023-03-29-pt1-PgH1542-67,"['ms', 'mexico', 'leger fernandez', 'yield minutes', 'gentlewoman new']"
CREC-2023-03-29-pt1-PgH1542-68,"['oppose polluters people', 'waters destroy tribal', 'resource water proposed', 'stop mining exploration', 'act mining provisions']"
CREC-2023-03-29-pt1-PgH1542-69,"['cammack valuable member', 'energy commerce', 'gentlewoman', 'yield minutes', 'florida mrs']"
CREC-2023-03-29-pt1-PgH1542-70,"['price energy', 'burdening floridians', 'gallon summer government', 'americans gas pumps', 'permitting new oil']"
CREC-2023-03-29-pt1-PgH1542-71,"['yield', 'pennsylvania ms', 'minutes', 'dean', 'gentlewoman']"
CREC-2023-03-29-pt1-PgH1542-72,"['affecting course pennsylvania', 'polluters people', 'environmental protection smart', 'deregulation', 'environmental standards failing']"
CREC-2023-03-29-pt1-PgH1542-73,"['percent emissions', 'funny polluters people', 'make america energy', '2020 natural gas', 'polluters people act']"
CREC-2023-03-29-pt1-PgH1542-74,"['energy costs fight', 'protects energy future', 'restrict domestic energy', 'energy production reform', 'american energy lower']"
CREC-2023-03-29-pt1-PgH1542-75,"['yield', 'new jersey', 'minutes', 'gentlewoman new', 'mrs watson coleman']"
CREC-2023-03-29-pt1-PgH1542-76,"['subsidies reckless deregulation', 'helps fossil fuel', 'gouging republicans', 'interests giving polluters', 'gas price']"
CREC-2023-03-29-pt1-PgH1542-77,"['gentleman', 'yield minutes', 'crossroads america', 'indiana', 'mr bucshon']"
CREC-2023-03-29-pt1-PgH1542-78,"['secure energy resources', 'energy policies streamlining', 'critical energy resources', 'domestic energy production', 'american energy demonstrating']"
CREC-2023-03-29-pt1-PgH1542-79,"['gentleman', 'sarbanes', 'yield minutes', 'maryland', 'member committee']"
CREC-2023-03-29-pt1-PgH1542-80,"['certifications clean water', 'state approved tmdl', 'tributaries filed amendment', 'states ability regulate', 'pollution chesapeake bay']"
CREC-2023-03-29-pt1-PgH1542-81,"['yield', 'minutes gentleman', 'state includes marcellus', 'pennsylvania mr meuser', 'immeasurable natural gas']"
CREC-2023-03-29-pt1-PgH1542-82,"['jobs energy good', 'reduce carbon emissions', 'speaker natural gas', 'energy world strengthening', 'highest natural gas']"
CREC-2023-03-29-pt1-PgH1542-83,"['yield', 'mr', 'illinois', 'sorensen', 'minutes']"
CREC-2023-03-29-pt1-PgH1542-84,"['biofuels central northwestern', 'lower energy costs', 'home illinois sustainability', 'thought bipartisan', 'federal deficit balloon']"
CREC-2023-03-29-pt1-PgH1542-85,"['coal fired power', 'democrats say', 'natural gas places', 'lowers carbon', 'emissions globally exporting']"
CREC-2023-03-29-pt1-PgH1542-86,"['costs higher energy', 'biden administration energy', 'energy costs act', 'energy crisis europe', 'energy prices risen']"
CREC-2023-03-29-pt1-PgH1542-87,"['mr', 'new jersey', 'yield minutes', 'pascrell']"
CREC-2023-03-29-pt1-PgH1542-88,"['wind harmful marine', 'wind power clean', 'support offshore wind', 'republicans called energy', 'energy legislation farce']"
CREC-2023-03-29-pt1-PgH1542-89,"['21 bills', 'natural gas', 'applaud leadership allowing', 'gentleman pennsylvania', 'order went committees']"
CREC-2023-03-29-pt1-PgH1542-90,"['produce energy united', 'biden failed policies', 'president biden priority', 'american energy day', 'energy costs']"
CREC-2023-03-29-pt1-PgH1542-91,"['yield', 'texas', 'minutes', 'gentlewoman', 'ms jackson lee']"
CREC-2023-03-29-pt1-PgH1542-92,"['federal permitting continue', 'coming energy state', 'protects parks', 'bipartisan needs compromise', 'economy environmental disasters']"
CREC-2023-03-29-pt1-PgH1542-94,"['gentleman california', 'mr obernolte', 'new member committee', 'yield minutes', 'energy commerce']"
CREC-2023-03-29-pt1-PgH1542-95,"['gasoline prices district', 'natural gas prices', 'energy cleanly america', 'gas bills times', 'paying higher energy']"
CREC-2023-03-29-pt1-PgH1542-96,"['yield', 'minutes', 'connecticut', 'gentlewoman', 'mrs hayes']"
CREC-2023-03-29-pt1-PgH1542-97,"['environmental liabilities preventing', 'brownfield remediation places', 'pollution rivers housatonic', 'legislation rolls environmental', 'district brownfield remediation']"
CREC-2023-03-29-pt1-PgH1542-98,"['yield minutes gentleman', 'oil coal hydro', 'ohio mr balderson', 'committee state marcellus', 'shale big']"
CREC-2023-03-29-pt1-PgH1542-99,"['states energy security', 'clean affordable energy', 'energy crisis unfolded', 'secure energy future', 'american energy dominance']"
CREC-2023-03-29-pt1-PgH1542-100,"['yield', 'minutes', 'texas ms', 'garcia', 'gentlewoman']"
CREC-2023-03-29-pt1-PgH1542-101,"['energy costs extreme', 'democrats like greenhouse', 'bipartisan', 'household energy rebates', 'energy jobs clean']"
CREC-2023-03-29-pt1-PgH1542-102,"['yield minutes gentlewoman', 'author floor', 'west virginia mrs', 'scalise', 'glad author']"
CREC-2023-03-29-pt1-PgH1542-103,"['streamlining energy exports', 'energy costs act', 'energy agenda week', 'biden anti energy', 'stopped american energy']"
CREC-2023-03-29-pt1-PgH1542-104,"['gentlewoman yield', 'gentlewoman', 'yield']"
CREC-2023-03-29-pt1-PgH1542-105,"['yield', 'gentleman', 'louisiana', 'yield gentleman', 'gentleman louisiana']"
CREC-2023-03-29-pt1-PgH1542-106,"['frustration proponents pipeline', 'pipeline experiencing especially', 'energy pipelines ability', 'mountain valley pipeline', 'west virginia pipelines']"
CREC-2023-03-29-pt1-PgH1542-108,"['west', 'yield additional', 'minute', 'virginia', 'gentlewoman']"
CREC-2023-03-29-pt1-PgH1542-109,"['scalise taking', 'american energy', 'energy mountain valley', 'pipelines act', 'thank leader scalise']"
CREC-2023-03-29-pt1-PgH1542-111,"['west', 'yield additional', 'virginia', '30 seconds', 'gentlewoman']"
CREC-2023-03-29-pt1-PgH1542-112,"['mountain valley', 'pipeline', 'energy security', 'energy remember americans', 'dramatically increase mountain']"
CREC-2023-03-29-pt1-PgH1542-113,"['yield minutes', 'massachusetts', 'trahan', 'member committee', 'gentlewoman']"
CREC-2023-03-29-pt1-PgH1542-114,"['dollar new pipelines', 'republicans polluters people', 'investment fossil fuel', 'water republicans successful', 'law corporate polluters']"
CREC-2023-03-29-pt1-PgH1542-115,"['inquire', 'time', 'remaining', 'inquire time', 'time remaining']"
CREC-2023-03-29-pt1-PgH1542-117,"['climate grid security', 'energy climate', 'gentleman utah', 'yield minutes', 'curtis vice chairman']"
CREC-2023-03-29-pt1-PgH1542-118,"['clean energy let', 'america energy infrastructure', 'affordable energy reliable', 'hate fossil fuels', 'reduce emissions proposal']"
CREC-2023-03-29-pt1-PgH1542-119,"['yield', 'clark', 'minutes', 'massachusetts ms', 'gentlewoman']"
CREC-2023-03-29-pt1-PgH1542-120,"['big oil away', 'buybacks chevron shareholders', 'republicans just priority', 'republican plan', 'oil doubled profits']"
CREC-2023-03-29-pt1-PgH1542-121,"['mr', 'yield minutes', 'bilirakis', 'gator', 'florida']"
CREC-2023-03-29-pt1-PgH1542-122,"['energy crisis midst', 'constituents deserve energy', 'energy costs', 'persisting energy crisis', 'american energy lower']"
CREC-2023-03-29-pt1-PgH1542-123,"['member energy', 'commerce committee', 'texas', 'mr veasey', 'yield minutes']"
CREC-2023-03-29-pt1-PgH1542-124,"['hyperpartisan package make', 'electric grid extreme', 'texas help constituents', 'energy costs people', 'state electric grid']"
CREC-2023-03-29-pt1-PgH1542-125,"['fix grid harden', 'harden emp threats', 'subcommittee energy commerce', 'ohio understands energy', 'doing need pipeline']"
CREC-2023-03-29-pt1-PgH1542-126,"['energy agency', 'american refining', 'epa red tape', 'american resources reduce', 'critical energy resources']"
CREC-2023-03-29-pt1-PgH1542-127,"['washington state ms', 'minutes', 'energy commerce committee', 'gentlewoman', 'schrier doctor member']"
CREC-2023-03-29-pt1-PgH1542-128,"['climate change streamline', 'hydropower funding', 'permitting reform won', 'speeding permitting process', 'energy projects permits']"
CREC-2023-03-29-pt1-PgH1542-129,"['mr', 'friend colleague', 'miller', 'ohio', 'yield minute']"
CREC-2023-03-29-pt1-PgH1542-130,"['paying gasoline', 'soaring prices republicans', 'millions americans struggling', 'energy does fixing', 'ingenuity american energy']"
CREC-2023-03-29-pt1-PgH1542-131,"['yield', 'mr', 'michigan', 'thanedar', 'minutes']"
CREC-2023-03-29-pt1-PgH1542-132,"['injustice district climate', 'choose pollution profits', 'inflation reduction act', 'lobbyists want lessen', 'congress fight bills']"
CREC-2023-03-29-pt1-PgH1542-133,"['yield', 'mr', 'minutes', 'georgia', 'carter']"
CREC-2023-03-29-pt1-PgH1542-134,"['biden policies worse', 'energy costs act', 'food expensive president', 'american energy production', 'concern inflation high']"
CREC-2023-03-29-pt1-PgH1542-135,"['yield', 'mexico', 'minutes gentleman', 'mr vasquez']"
CREC-2023-03-29-pt1-PgH1542-136,"['lower energy costs', 'district energy producing', 'mexicans congress debating', 'representative new mexico', 'energy profits aren']"
CREC-2023-03-29-pt1-PgH1542-137,"['expenses energy burden', 'gallon average price', 'energy low income', 'price gas 2022', 'average price gasoline']"
CREC-2023-03-29-pt1-PgH1542-138,"['energy prices 40', 'energy costs act', 'regulatory hurdles energy', 'energy production home', 'america including energy']"
CREC-2023-03-29-pt1-PgH1542-140,"['15', 'yield additional', 'carolina', 'seconds', 'gentleman south']"
CREC-2023-03-29-pt1-PgH1542-141,"['urge everybody support', 'costs americans', 'legislation', 'lowering energy', 'enhance nation domestic']"
CREC-2023-03-29-pt1-PgH1542-142,"['inquire', 'time', 'inquire time', 'remaining', 'time remaining']"
CREC-2023-03-29-pt1-PgH1542-144,"['committee', 'soto member', 'energy commerce', 'gentleman florida mr', 'yield minutes']"
CREC-2023-03-29-pt1-PgH1542-145,"['reduce deficit looks', '117 billion deficit', 'happening budget president', 'deficit legislation passed', 'budget house majority']"
CREC-2023-03-29-pt1-PgH1542-146,"['mr', 'yield', 'virginia', 'minutes']"
CREC-2023-03-29-pt1-PgH1542-147,"['reignite american energy', 'energy costs', 'stops president biden', 'pipeline benefit russia', 'imposing ban fracking']"
CREC-2023-03-29-pt1-PgH1542-148,"['minutes', 'michigan', 'ms scholten', 'gentlewoman']"
CREC-2023-03-29-pt1-PgH1542-149,"['protect great lakes', 'energy costs means', 'michiganders big oil', 'permitting reform want', 'bipartisan efforts streamline']"
CREC-2023-03-29-pt1-PgH1542-150,"['mr', 'proudly', 'new york', 'yield minutes', 'lawler']"
CREC-2023-03-29-pt1-PgH1542-151,"['domestic energy reducing', 'year energy costs', 'reliable affordable energy', 'facing energy bills', 'energy costs biden']"
CREC-2023-03-29-pt1-PgH1542-152,"['yield', 'california ms', 'porter', 'minutes', 'gentlewoman']"
CREC-2023-03-29-pt1-PgH1542-153,"['energy messes drilling', 'waste congress', 'cost big energy', 'taxpayers approving energy', 'amendment require oil']"
CREC-2023-03-29-pt1-PgH1542-157,"['mr', 'yield', 'florida', 'minutes', 'mills']"
CREC-2023-03-29-pt1-PgH1542-158,"['energy infrastructure', 'lowering costs lower', 'american energy time', 'skyrocketing bills rising', 'biden administration american']"
CREC-2023-03-29-pt1-PgH1542-159,"['yield', 'ruiz member', 'gentleman california mr', 'minutes', 'energy commerce']"
CREC-2023-03-29-pt1-PgH1542-160,"['near high polluting', 'renewable energy projects', 'key environmental protections', 'energy lower costs', 'america energy independence']"
CREC-2023-03-29-pt1-PgH1542-161,"['yield', 'friend colleague', 'minutes', 'arkansas', 'mr hill']"
CREC-2023-03-29-pt1-PgH1542-162,"['source energy need', 'lower energy costs', 'nation energy approach', 'renewables predicted increase', 'administration green energy']"
CREC-2023-03-29-pt1-PgH1542-163,"['mr', 'yield', 'california', 'minutes', 'khanna']"
CREC-2023-03-29-pt1-PgH1542-164,"['billion climate', 'gas reduction fund', 'start repeal legislation', 'fuel subsidies wrong', 'rate fossil fuel']"
CREC-2023-03-29-pt1-PgH1542-165,"['mr', 'yield', 'flood', 'nebraska', 'minute']"
CREC-2023-03-29-pt1-PgH1542-166,"['nepa applied expeditiously', 'national environmental protection', 'time nepa reviews', 'frontlines nepa impacts', 'burdening states nebraska']"
CREC-2023-03-29-pt1-PgH1542-167,"['right price oil', 'fossil fuel industry', 'talking lowering energy', 'prices higher americans', 'price natural gas']"
CREC-2023-03-29-pt1-PgH1542-168,"['yield', 'mr', 'minutes', 'armstrong', 'north dakota']"
CREC-2023-03-29-pt1-PgH1542-169,"['need oil', 'north dakota makes', 'time brought refinery', 'natural gas different', 'gasoline prices']"
CREC-2023-03-29-pt1-PgH1542-170,"['time', 'inquire', 'remaining', 'inquire time', 'time remaining']"
CREC-2023-03-29-pt1-PgH1542-172,"['time', 'reserve', 'balance', 'reserve balance', 'balance time']"
CREC-2023-03-29-pt1-PgH1542-173,"['gentlewoman new', 'kuster', 'new hampshire ms', 'member energy commerce', 'yield minutes']"
CREC-2023-03-29-pt1-PgH1542-174,"['easier natural gas', 'cost renewables aren', 'electricity new england', 'gas prices rise', 'solution nation energy']"
CREC-2023-03-29-pt1-PgH1542-175,"['energy production permitting', 'national security unleashing', 'concerns american people', 'said denying energy', 'energy commerce committee']"
CREC-2023-03-29-pt1-PgH1542-176,"['ban meant oil', 'natural gas industry', 'export oil expense', 'passed repealed crude', 'gasoline republicans want']"
CREC-2023-03-29-pt1-PgH1542-177,"['time', 'reserve', 'balance', 'reserve balance', 'balance time']"
CREC-2023-03-29-pt1-PgH1542-178,"['california ms', 'yield minutes', 'speaker emeritus house', 'gentlewoman', 'pelosi']"
CREC-2023-03-29-pt1-PgH1542-179,"['climate economic issue', 'climate aspect pride', 'republicans putting polluters', 'alarm climate emergency', 'democrats slashing pollution']"
CREC-2023-03-29-pt1-PgH1542-180,"['yield', 'mr', 'donalds', 'florida', 'minutes']"
CREC-2023-03-29-pt1-PgH1542-181,"['democrats accusing providing', 'energy policy stop', 'interests people democrats', 'slush fund epa', 'empowering china comes']"
CREC-2023-03-29-pt1-PgH1542-182,"['time', 'prepared', 'balance time', 'close', 'close reserve balance']"
CREC-2023-03-29-pt1-PgH1542-183,"['gas executive message', 'energy commerce hearing', 'policy republicans', 'testified committee energy', 'course american energy']"
CREC-2023-03-29-pt1-PgH1542-184,"['time', 'reserve', 'continue', 'balance time', 'continue reserve balance']"
CREC-2023-03-29-pt1-PgH1542-185,"['energy policies hold', 'climate crisis extreme', 'calling polluters people', 'gouging house republicans', 'republicans attacking clean']"
CREC-2023-03-29-pt1-PgH1542-186,"['energy plan democrats', 'china capacity', 'undermine economy make', 'america energy restore', 'end 2022 china']"
CREC-2023-03-29-pt1-PgH1542-187,"['environmental review', 'congress responsibility good', 'costs congress', 'attack public lands', 'tribal sovereignty federal']"
CREC-2023-03-29-pt1-PgH1542-325,"['amendment desk', 'amendment', 'desk']"
